POLITICAL_UNIT,NAME,WGMS_ID,YEAR,SURVEY_DATE,HIGHEST_ELEVATION,MEDIAN_ELEVATION,LOWEST_ELEVATION,ELEVATION_UNC,LENGTH,LENGTH_UNC,AREA,AREA_UNC,SURVEY_PLATFORM_METHOD,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
AF,PIR YAKH,10452,2018,20189999,5070.0,,4400.0,,2.0999999,,1.6799999,,,"Abeer Ahmad Sajood, Hedayatullah Arian","Hydrometeorology Department, Geoscience Faculty of Kabul University, Afghanistan",,Information derived from field report.
AQ,ADAMS,885,1989,19899999,,,,,10.0,,5.73,,cC,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
AQ,ADAMS,885,1990,19909999,1200.0,785.0,370.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
AQ,ALBERICH,1062,1975,19759999,1800.0,1560.0,1400.0,,1.3,,1.36,,,,,,
AQ,ASTROLABE,3354,1947,19479999,,,,,,,83.5,,,,,,
AQ,ASTROLABE,3354,1963,19639999,,,,,,,75.0,,,,,,
AQ,ASTROLABE,3354,1973,19739999,,,,,,,78.900002,,,,,,
AQ,ASTROLABE,3354,1985,19859999,,,,,,,70.0,,,,,,
AQ,ASTROLABE,3354,1989,19899999,,,,,,,70.75,,,,,,
AQ,BAHIA DEL DIABLO,2665,2004,20040201,630.0,390.0,50.0,0.5,7.5999999,0.0099999998,,,xX,"Pedro Skvarca, Evgeniy Ermolin","División Glaciología, Instituto Antártico Argentino, Cerrito 1248, C1010AAZ Buenos Aires, Argentina",,Survey method: Combination of geodetic ground survey and GPS survey
AQ,BAHIA DEL DIABLO,2665,2008,20089999,,,,,,,14.3,,,"Pedro Skvarca, Evgeniy Ermolin, Sebastián Marinsek",,,
AQ,BAHIA DEL DIABLO,2665,2010,20100228,630.0,390.0,50.0,0.5,7.5999999,0.0099999998,14.3,,xX,"Pedro Skvarca, Evgeniy Ermolin, Sebastián Marinsek","División Glaciología, Instituto Antártico Argentino, Cerrito 1248, C1010AAZ Buenos Aires, Argentina",WGMS (2012): FoG 2005-2010 (Vol. X).,Survey method: Combination of geodetic ground survey and GPS survey
AQ,BAHIA DEL DIABLO,2665,2014,20140301,630.0,390.0,50.0,0.5,7.5999999,0.0099999998,12.9,0.23,cG,"Evgeniy Ermolin, Sebastián Marinsek, José Luis Seco","Departamento de Glaciología, Instituto Antártico Argentino, Balcarce 290, C1064AAF Buenos Aires, Argentina",,Survey method: Combination of geodetic ground survey and GPS survey with satellite images and DEMs
AQ,BAHIA DEL DIABLO,2665,2015,20150226,630.0,390.0,50.0,0.5,7.5999999,0.0099999998,12.9,0.23,cC,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, Av. 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,Survey method: Combination of geodetic ground survey and GPS survey with satellite images and DEMs
AQ,BAHIA DEL DIABLO,2665,2016,20160228,630.0,390.0,50.0,1.0,7.5999999,0.0099999998,12.9,0.23,cG,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,Survey method: Combination of geodetic ground survey and GPS survey with satellite images and DEMs
AQ,BAHIA DEL DIABLO,2665,2020,20209999,630.0,390.0,50.0,0.5,7.6,0.01,12.9,0.2,cC,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, Gral. San Martín, Buenos Aires, Argentina",,Survey method: Combination of geodetic ground survey and GPS survey with satellite images and DEMs
AQ,BAHIA DEL DIABLO,2665,2023,20230228,630.0,390.0,50.0,0.5,7.5,0.01,12.81,0.2,cC,"Sebastián Marinsek, Margonari Liliana, Puigdomenech Carla","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, Gral. San Martín, Buenos Aires, Argentina",,Survey method: Combination of geodetic ground survey and GPS survey with satellite images and DEMs
AQ,BARRE,3355,1947,19479999,,,,,,,6.0999999,,,,,,
AQ,BARRE,3355,1963,19639999,,,,,,,5.25,,,,,,
AQ,BARRE,3355,1973,19739999,,,,,,,4.3499999,,,,,,
AQ,BARRE,3355,1985,19859999,,,,,,,2.0999999,,,,,,
AQ,BARRE,3355,1989,19899999,,,,,,,4.5,,,,,,
AQ,BARRE,3355,1996,19969999,,,,,,,7.9000001,,,,,,
AQ,BARTLEY,893,1970,19709999,,1350.0,,,12.5,,,,,,,,
AQ,BARTLEY,893,1975,19759999,2000.0,,220.0,,,,,,,,,,
AQ,BELLINGSHAUSEN,6833,2012,20129999,250.0,,0.0,,4.0,,,,sZ,,,"Mavlyudov, B.R., Led i Sneg, 1(125), 2014",
AQ,BIRLEY,4515,2006,20069999,,,,,,,17.299999,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,BYRD STATION,1064,1975,19759999,,,,,,,480.0,,,,,,
AQ,CANADA,877,1977,19779999,1800.0,750.0,50.0,,12.1,,,,,,,,
AQ,CLARK CPI,894,1970,19709999,1790.0,850.0,460.0,,10.5,,,,,,,,
AQ,COLEY GLACIER,4247,2001,20019999,1273.0,501.0,13.0,,16.0,,129.39999,,,,,,Data from Leclercq.
AQ,COMMANDANT CHARCOT,3356,1947,19479999,,,,,,,51.049999,,,,,,
AQ,COMMANDANT CHARCOT,3356,1963,19639999,,,,,,,77.349998,,,,,,
AQ,COMMANDANT CHARCOT,3356,1973,19739999,,,,,,,37.0,,,,,,
AQ,COMMANDANT CHARCOT,3356,1989,19899999,,,,,,,33.75,,,,,,
AQ,COMMANDANT CHARCOT,3356,1996,19969999,,,,,,,32.799999,,,,,,
AQ,COMMONWEALTH,878,1977,19779999,1750.0,750.0,25.0,,14.5,,,,,,,,
AQ,COMMONWEALTH,878,2013,20139999,1200.0,,50.0,,,,52.200001,,,,,"Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",
AQ,DAVIES DOME,10404,1979,19799999,,,,,,,6.23,0.050000001,,"Engel, Z.; Nývlt, D.; Láska, K.","Czech Geological Survey, Department of Physical Geography and Geoecology, Charles University in Prague","Engel et al. (2012), Journal of Glaciology, Vol. 58, No. 211, doi: 10.3189/2012JoG11J156",
AQ,DAVIES DOME,10404,2006,20069999,515.0,368.0,124.0,1.0,3.4300001,,4.9400001,0.0099999998,cC,"Engel, Z.; Nývlt, D.; Láska, K.","Czech Geological Survey, Department of Physical Geography and Geoecology, Charles University in Prague","Engel et al. (2012), Journal of Glaciology, Vol. 58, No. 211, doi: 10.3189/2012JoG11J156",area of whole Davies Dome including outlet glacier = 6.49 +/- 0.01 km2
AQ,DIBBLE,3357,1963,19639999,,,,,,,1612.0,,,,,,
AQ,DIBBLE,3357,1973,19739999,,,,,,,1580.0,,,,,,
AQ,DIBBLE,3357,1989,19899999,,,,,,,1528.0,,,,,,
AQ,DIBBLE,3357,1996,19969999,,,,,,,1585.0,,,,,,
AQ,DIBBLE,3357,1997,19979999,,,,,,,1587.0,,,,,,
AQ,E SKEP PT. G,4248,2001,20019999,664.0,276.0,4.0,,4.48,,15.19,,,,,,Data from Leclercq.
AQ,E WILKES LAND,884,1980,19809999,3210.0,,0.0,,,,,,,,,,
AQ,FINGER,873,1977,19779999,1750.0,1450.0,550.0,,6.4000001,,,,,,,,
AQ,FRANCAIS,3358,1947,19479999,,,,,,,85.300003,,,,,,
AQ,FRANCAIS,3358,1963,19639999,,,,,,,95.099998,,,,,,
AQ,FRANCAIS,3358,1973,19739999,,,,,,,92.300003,,,,,,
AQ,FRANCAIS,3358,1989,19899999,,,,,,,90.5,,,,,,
AQ,FRANCAIS,3358,1996,19969999,,,,,,,106.3,,,,,,
AQ,FROST,3359,1963,19639999,,,,,,,524.40002,,,,,,
AQ,FROST,3359,1989,19899999,,,,,,,556.90002,,,,,,
AQ,FROST,3359,1997,19979999,,,,,,,422.29999,,,,,,
AQ,GOODSPEED,888,1975,19759999,1700.0,,525.0,,,,,,,,,,
AQ,GOURDON,4249,2001,20019999,1564.0,707.0,18.0,,17.77,,97.389999,,,,,,Data from Leclercq.
AQ,HART,889,1975,19759999,1700.0,,370.0,,,,,,,,,,
AQ,HEIMDALL,890,1971,19719999,1800.0,,1200.0,,6.0,,7.96,,,,,,
AQ,HEIMDALL,890,1975,19759999,1800.0,,1200.0,,6.0,,7.96,,,,,,
AQ,HOBBS,4250,2001,20019999,1582.0,667.0,10.0,,15.31,,107.12,,,,,,Data from Leclercq.
AQ,HOWARD,3973,2013,20139999,1000.0,,300.0,,,,8.3000002,,,,,"Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",
AQ,HURD,3367,1956,19569999,,,,,,,5.2399998,,,,,,
AQ,HURD,3367,2009,20099999,334.0,,4.0,,,,,,,,,,
AQ,HURD,3367,2010,20109999,334.0,,4.0,,,,4.0339999,,,,,,
AQ,HURD,3367,2013,20139999,334.0,,4.0,,,,4.0339999,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2015): GGCB No. 1 (2012-2013).,
AQ,HURD,3367,2014,20149999,334.0,,4.0,,,,4.0339999,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,
AQ,HURD,3367,2015,20159999,334.0,,4.0,,,,4.0339999,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,
AQ,HURD,3367,2016,20169999,334.0,,4.0,,,,4.0339999,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,
AQ,HURLEY,4251,2001,20019999,1749.0,942.0,13.0,,11.85,,79.360001,,,,,,Data from Leclercq.
AQ,JEREMY SYKES,1063,1975,19759999,2040.0,1500.0,1170.0,,7.5999999,,9.9200001,,,,,,
AQ,JOHNSONS,3366,1956,19569999,,,,,,,5.6199999,,,,,,
AQ,JOHNSONS,3366,2009,20099999,356.0,,0.0,,,,,,,,,,
AQ,JOHNSONS,3366,2010,20109999,356.0,,0.0,,,,5.3579998,,,,,,
AQ,JOHNSONS,3366,2013,20139999,356.0,,0.0,,,,5.3579998,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",WGMS (2015): GGCB No. 1 (2012-2013).,
AQ,JOHNSONS,3366,2014,20149999,356.0,,0.0,,,,5.3579998,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,
AQ,JOHNSONS,3366,2015,20159999,356.0,,0.0,,,,5.3579998,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,
AQ,JOHNSONS,3366,2016,20169999,356.0,,0.0,,,,5.3579998,,,Francisco Navarro,"Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación, Av. Complutense, 30, 28040 Madrid, Spain",,
AQ,KALESNIKA,1434,1975,19759999,4340.0,,2940.0,,7.0999999,,14.7,,,,,,
AQ,KEMP LAND,883,1965,19659999,2800.0,,,,,,,,,,,,
AQ,KEMP LAND,883,1978,19789999,,,0.0,,,,,,,,,,
AQ,LA CROIX,875,1977,19779999,2000.0,1500.0,150.0,,9.1000004,,,,,,,,
AQ,LAMBERT BASIN,882,1970,19709999,4050.0,,,,,,,,,,,,
AQ,LAMBERT BASIN,882,1971,19719999,,,88.0,,,,,,,,,,
AQ,LIOTARD,3360,1947,19479999,,,,,,,33.5,,,,,,
AQ,LIOTARD,3360,1963,19639999,,,,,,,28.549999,,,,,,
AQ,LIOTARD,3360,1973,19739999,,,,,,,31.85,,,,,,
AQ,LIOTARD,3360,1985,19859999,,,,,,,25.25,,,,,,
AQ,LIOTARD,3360,1989,19899999,,,,,,,24.65,,,,,,
AQ,MARRET,3361,1947,19479999,,,,,,,28.4,,,,,,
AQ,MARRET,3361,1963,19639999,,,,,,,20.5,,,,,,
AQ,MARRET,3361,1973,19739999,,,,,,,26.85,,,,,,
AQ,MARRET,3361,1989,19899999,,,,,,,17.25,,,,,,
AQ,MARRET,3361,1996,19969999,,,,,,,22.549999,,,,,,
AQ,MAY,3362,1963,19639999,,,,,,,203.0,,,,,,
AQ,MAY,3362,1973,19739999,,,,,,,228.0,,,,,,
AQ,MAY,3362,1989,19899999,,,,,,,165.0,,,,,,
AQ,MAY,3362,1997,19979999,,,,,,,190.0,,,,,,
AQ,MESERVE MPII,892,1965,19659999,,,,,7.1999998,,9.8999996,,,,,,
AQ,MESERVE MPII,892,1970,19709999,1750.0,1300.0,340.0,,,,,,,,,,
AQ,MIERS,886,1989,19899999,,,,,6.5500002,,5.8899999,,cC,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
AQ,MIERS,886,1990,19909999,1000.0,650.0,350.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
AQ,MOIDER,4252,2001,20019999,1523.0,319.0,11.0,,11.21,,71.459999,,,,,,Data from Leclercq.
AQ,MOIDER,4252,2005,20059999,,,,,,,54.299999,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,N MOUNT REES G,4253,2001,20019999,2002.0,610.0,2.0,,10.28,,39.48,,,,,,Data from Leclercq.
AQ,NE ADELAIDE I G,4254,2001,20019999,605.0,347.0,34.0,,14.66,,233.64999,,,,,,Data from Leclercq.
AQ,NO 112 (PETZVAL),4111,2005,20059999,,,,,,,46.299999,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,NO 114 (DAQUERRE),4113,2005,20059999,,,,,,,17.200001,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,NO 201 (NEMO),4200,2005,20059999,,,,,,,45.5,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,NO 210 (SNOWSHOE),4209,2004,20049999,,,,,,,233.89999,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,NO 220 (W HAVRE MTS),4219,2009,20099999,,,,,,,72.199997,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,NO 93 (LEONARDO),4092,2010,20109999,,,,,,,51.299999,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,NO 98 (ROZIER),4097,2010,20109999,,,,,,,21.1,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,PACKARD,880,1977,19779999,1450.0,1000.0,525.0,,6.8000002,,,,,,,,
AQ,POURQUOI PAS,3363,1947,19479999,,,,,,,110.0,,,,,,
AQ,POURQUOI PAS,3363,1963,19639999,,,,,,,111.75,,,,,,
AQ,POURQUOI PAS,3363,1973,19739999,,,,,,,88.550003,,,,,,
AQ,POURQUOI PAS,3363,1989,19899999,,,,,,,67.599998,,,,,,
AQ,POURQUOI PAS,3363,1996,19969999,,,,,,,72.25,,,,,,
AQ,SANDFORD,3364,1963,19639999,,,,,,,42.099998,,,,,,
AQ,SANDFORD,3364,1973,19739999,,,,,,,64.400002,,,,,,
AQ,SANDFORD,3364,1989,19899999,,,,,,,17.35,,,,,,
AQ,SANDFORD,3364,1997,19979999,,,,,,,14.4,,,,,,
AQ,SCHLATTER,872,1975,19759999,,1500.0,,,,,,,,,,,
AQ,SCHLATTER,872,1977,19779999,2000.0,,400.0,,6.6999998,,,,,,,,
AQ,SHAMBLES,4255,2001,20019999,1570.0,564.0,11.0,,20.32,,273.39001,,,,,,Data from Leclercq.
AQ,SHELDON,4256,2001,20019999,1591.0,448.0,19.0,,16.59,,196.88,,,,,,Data from Leclercq.
AQ,SHELDON,4256,2005,20059999,,,,,,,191.8,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,SQUARE BAY,4516,2009,20099999,,,,,,,22.299999,,aP,,,"Kunz M, King M.A., Mills J.P., Miller P.E., Fox A.J., Vaughan D.G. & Marsh S.H. (2012). Multi-decadal glacier surface lowering in the Antarctic Peninsula. Geophysical Research Letters, 39, L19502.",
AQ,SUESS,876,1977,19779999,1750.0,1200.0,125.0,,5.1999998,,,,,,,,
AQ,TAYLOR AN,874,1980,19809999,,,57.0,,,,,,,,,,
AQ,THUNDER,4257,2001,20019999,1009.0,293.0,21.0,,4.5300002,,22.190001,,,,,,Data from Leclercq.
AQ,VICTORIA LOWER,881,1977,19779999,1400.0,650.0,400.0,,5.8000002,,,,,,,,
AQ,VICTORIA UPPER,879,1965,19659999,2200.0,,,,18.0,,,,,,,,
AQ,VICTORIA UPPER,879,1975,19759999,,,450.0,,,,,,,,,,
AQ,VICTORIA UPPER,879,1977,19779999,,1200.0,,,,,,,,,,,
AQ,W LANDAUER PT G,4258,2001,20019999,1978.0,646.0,11.0,,6.8800001,,25.129999,,,,,,Data from Leclercq.
AQ,W SKEP PT. G,4259,2001,20019999,1565.0,806.0,8.0,,19.75,,103.52,,,,,,Data from Leclercq.
AQ,W ULA PT. G,4260,2001,20019999,423.0,170.0,9.0,,5.71,,10.33,,,,,,Data from Leclercq.
AQ,W WILKES LAND,896,1980,19809999,3800.0,,0.0,,,,,,,,,,
AQ,WHISKY BAY G,4261,2001,20019999,574.0,162.0,4.0,,12.05,,70.379997,,,,,,Data from Leclercq.
AQ,WHISKY GLACIER (IJR-45),10403,1979,19799999,,,,,,,2.6900001,0.02,,"Engel, Z.; Nývlt, D.; Láska, K.","Czech Geological Survey, Department of Physical Geography and Geoecology, Charles University in Prague","Engel et al. (2012), Journal of Glaciology, Vol. 58, No. 211, doi: 10.3189/2012JoG11J156",
AQ,WHISKY GLACIER (IJR-45),10403,2006,20069999,520.0,341.0,215.0,1.0,3.1900001,,2.4000001,0.0099999998,cC,"Engel, Z.; Nývlt, D.; Láska, K.","Czech Geological Survey, Department of Physical Geography and Geoecology, Charles University in Prague","Engel et al. (2012), Journal of Glaciology, Vol. 58, No. 211, doi: 10.3189/2012JoG11J156",
AQ,WRIGHT LOWER,891,1970,19709999,,,275.0,,,,,,,,,,
AQ,WRIGHT UPPER B,895,1970,19709999,,,850.0,,,,,,,,,,
AQ,ZELEE,3365,1947,19479999,,,,,,,75.099998,,,,,,
AQ,ZELEE,3365,1963,19639999,,,,,,,59.0,,,,,,
AQ,ZELEE,3365,1973,19739999,,,,,,,61.200001,,,,,,
AQ,ZELEE,3365,1985,19859999,,,,,,,56.799999,,,,,,
AQ,ZELEE,3365,1989,19899999,,,,,,,59.099998,,,,,,
AR,AGUA NEGRA,4532,1959,19599999,5208.0,,4713.0,5.0,2.52,0.02,1.28,0.050000001,aP,"Pierre Pitte, Omar del Castillo","IANIGLA-CONCET, UNSJ",,
AR,AGUA NEGRA,4532,1986,19860317,5208.0,,4750.0,5.0,2.3,0.02,1.34,0.050000001,sP,"Pierre Pitte, Omar del Castillo","IANIGLA-CONCET, UNSJ",,
AR,AGUA NEGRA,4532,2000,20000220,5208.0,,4752.0,5.0,2.1900001,0.0099999998,1.21,0.050000001,sP,"Pierre Pitte, Omar del Castillo","IANIGLA-CONCET, UNSJ",,
AR,AGUA NEGRA,4532,2006,20061222,5208.0,,4752.0,5.0,2.1500001,0.0099999998,1.13,0.050000001,sP,"Pierre Pitte, Omar del Castillo","IANIGLA-CONCET, UNSJ",,
AR,AGUA NEGRA,4532,2010,20100414,5208.0,5015.0,4753.0,5.0,2.1199999,0.0099999998,1.05,0.050000001,sP,"Pierre Pitte, Omar del Castillo","IANIGLA-CONCET, UNSJ",,
AR,AGUA NEGRA,4532,2013,20130409,5208.0,,4754.0,5.0,2.05,0.0099999998,1.02,0.050000001,sP,"Pierre Pitte, Omar del Castillo","IANIGLA-CONCET, UNSJ",,
AR,AGUA NEGRA,4532,2016,20160331,5208.0,,4760.0,5.0,2.02,0.0099999998,0.98000002,0.050000001,sP,"Pierre Pitte, Omar del Castillo","IANIGLA-CONCET, UNSJ",,
AR,ALERCE,1346,1975,19759999,2500.0,2100.0,1460.0,,5.1999998,,7.29,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
AR,ALERCE,1346,2000,20000207,,,,,,,2.4000001,,sP,,,"Ruiz et al. (2017); The Cryosphere, 11, 619-634, 10.5194/tc-11-619-2017.",Outlines were manually digitized from a Landsat image from February 2000.
AR,ALFA,10453,2010,20100323,5590.0,,4632.0,10.0,1.987,0.029999999,1.0561,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,
AR,ALFA,10453,2017,20170331,5337.0,,4615.0,10.0,1.722,0.029999999,0.9691,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,After 2010 the upper part disconected from the main body
AR,ALTO DEL PLOMO,922,1974,19749999,6110.0,,3100.0,,16.299999,,60.119999,,,,,,
AR,ALTO DEL PLOMO,922,2010,20100323,5195.0,5015.0,3888.0,10.0,8.757,0.029999999,15.3374,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,Data from clean ice section only
AR,ALTO DEL PLOMO,922,2017,20170331,5195.0,,3881.0,10.0,8.757,0.029999999,15.2184,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,Data from clean ice section only
AR,AZUFRE,2851,1997,19970126,4067.0,,2857.0,10.0,3.803,0.029999999,4.02,,sP,Laura Zalazar,IANIGLA-CONICET,,
AR,AZUFRE,2851,2005,20050125,3700.0,3350.0,2850.0,20.0,3.5,0.050000001,3.8699999,,xX,"Data processing: Lydia Espizua, Pierre Pitte, Gabriela Maldonado. Field work: Pierre Pitte, Fabián D","Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales-CONICET. Mendoza, Argentina.",WGMS (2008): FoG 2000-2005 (Vol. IX).,"Survey methods include, use of Landsat image, aerial photography and GPS field data."
AR,AZUFRE,2851,2007,20070320,3700.0,3350.0,2850.0,50.0,3.5,0.050000001,,,xX,"Lydia Espizua, Pierre Pitte, Lidia Ferri Hidalgo","Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales-CONICET. Mendoza, Argentina.",,Survey methods include use of Landsat image
AR,AZUFRE,2851,2010,20100327,3978.0,,2973.0,10.0,3.4549999,0.029999999,3.9396,,sP,Laura Zalazar,IANIGLA-CONICET,,
AR,AZUFRE,2851,2016,20160319,3978.0,,3067.0,10.0,3.0,0.029999999,3.0699999,,sP,Laura Zalazar,IANIGLA-CONICET,,
AR,BAJO DEL PLOMO,10455,2010,20100323,5244.0,,4124.0,10.0,7.5910001,0.029999999,17.3078,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,Data from clean ice section only
AR,BAJO DEL PLOMO,10455,2017,20170331,5232.0,,4124.0,10.0,7.4679999,0.029999999,16.426201,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,Data from clean ice section only
AR,BETA,10454,2010,20100323,5800.0,,4052.0,10.0,3.6300001,0.029999999,2.2788999,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,
AR,BETA,10454,2017,20170331,5805.0,,4060.0,10.0,3.5039999,0.029999999,2.1759,0.1,sP,Lidia Ferri Hidalgo,IANIGLA-CONICET,,
AR,BONETE S,1348,1975,19759999,2110.0,2000.0,1840.0,,0.60000002,,0.16,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
AR,BROWN SUPERIOR,3903,2005,20059999,5180.0,,4930.0,,,,0.272614,,,"Gabriel Cabrera, Juan Carlos Leiva",IANIGLA/CONICET,,
AR,BROWN SUPERIOR,3903,2007,20070999,5150.0,5061.0,4930.0,,,,,,aP,,,,"Data from Cabrera & Leiva (2013, subm.) Ann. Glaciol. 54 (63)."
AR,BROWN SUPERIOR,3903,2013,20139999,5170.0,,4960.0,,,,0.191405,,,"Gabriel Cabrera, Juan Carlos Leiva",IANIGLA/CONICET,WGMS (2015): GGCB No. 1 (2012-2013).,
AR,BROWN SUPERIOR,3903,2015,20150503,5115.0,5060.0,4965.0,5.0,0.56999999,0.0049999999,0.1751,9.9999997e-05,tG,Gabriel Cabrera - IANIGLA,"CGM Consultoria & Gestion Integral de Montania, Mitre 3200, Coquimbito-Maipu, 5515 Mendoza, Argentina",,"2014/15 glacier monitoring report submitted to San Juan Province Government, Argentina, by the mininig companies BEASA and MAGSA."
AR,CAMISA,3591,2007,20070302,5950.0,5000.0,3950.0,50.0,6.6900001,0.050000001,,,xX,Gargantini Hernán,"Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales-CONICET. Mendoza, Argentina.",,Survey methods include use of Landsat image and aerial photogrammetry
AR,CAMISA,3591,2017,20170406,5955.0,,3934.0,10.0,6.5999999,0.029999999,22.469999,0.1,sP,Hernán Gargantini,IANIGLA-CONICET,,
AR,CANITO,4529,1959,19599999,,,,,,,1.47,,aP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,1968,19681213,,,,,,,1.36,,aP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,1981,19811231,,,,,,,1.33,,aP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,1986,19860204,,,,,,,1.27,,sP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,1995,19950326,,,,,,,1.01,,sP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,1997,19970416,,,,,,,1.0599999,,sP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,1999,19990305,,,,,,,1.17,,sP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,2005,20050301,,,,,,,0.98000002,,sP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,2007,20070326,,,,,,,0.88999999,,sP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
AR,CANITO,4529,2008,20080328,,,,,,,0.88,,sP,Pierre Pitte,IANIGLA-CONICET,Pitte 2013,
